customer_id,Advertising Services,Business Services,Cash,Casino,Caterers,Computer Network/Informatio,Duty Free,Mail/Telephone/Preauth order,Not Classified,Other Services (Not Elsewhe,Transportation,Авиабилеты,Автоуслуги,Аптеки,Аренда авто,Гостиницы,"Дом, Ремонт",Ж/д билеты,Животные,Искусство,Кино,Книги,Коммунальные услуги,Красота,Музыка,"Одежда, Обувь",Почтовые услуги,Прочие розничные покупки,Развлечения,Рестораны,Спорттовары,Сувениры,Супермаркеты,Топливо,Транспорт,Универсальные магазины,Фаст Фуд,"Фото, Видео",Цветы,label
0001f322716470bf9bfc1708f06f00fc,0.0,0.0,4066.4552358231053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.2775146456551,0.0,0.0,2317.558545999427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1355.5038606719704,0.0,0.0,0.0,0.0,1038.6982369961888,2036.9836301072028,0.0,0.0,0.0,0.0,0.0,1
0007297d86e14bd68bd87b1dbdefe302,0.0,0.0,3627.691507417382,0.0,0.0,0.0,0.0,3061.2170970861666,784.8185426213531,0.0,0.0,0.0,0.0,1205.2793656464332,0.0,0.0,2107.296949864418,3398.3690953645832,0.0,0.0,1107.5638521251287,1891.27358715656,0.0,1423.377050649846,0.0,2052.0736122318403,0.0,1508.2783008682509,0.0,1355.777516671968,0.0,1581.647661493437,1623.418566056979,1507.113502866364,1380.2183216493704,0.0,1048.4579401219262,0.0,1981.83029357312,3
000b709c6c6fb1e8efcfd95e57c2a9de,0.0,0.0,2412.899726401184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1443.925042512576,0.0,0.0,3425.1994712020896,2848.444772048296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4584.301057638338,0.0,1233.151036119996,0.0,1168.227702595294,1856.326239648076,0.0,1262.3866408665567,0.0,1465.6053814999516,0.0,1606.538528248703,0.0,0.0,3
0027a7618d97cc9fbda55fac457eaeb7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1523.306456589946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1981.666928506915,0.0,688.2527564229389,0.0,0.0,0.0,0.0,1
002b9f6e118c54f1292e03d1a04d516e,0.0,0.0,4094.1295811089835,0.0,0.0,0.0,1903.7676786448217,0.0,0.0,0.0,0.0,0.0,0.0,1381.4283554189099,0.0,0.0,2576.524520316585,0.0,0.0,0.0,0.0,1997.847056315921,0.0,2611.1191886255565,0.0,3861.801275410917,0.0,5972.836782573376,0.0,1011.5467908269762,2079.8662051681963,0.0,1203.3582261239121,0.0,2483.4411646961735,1211.5782199063551,1169.698906133835,0.0,2638.720102143826,3
0031915eb230f772681fb5dc5a8d1c31,0.0,0.0,4685.259776938314,0.0,0.0,0.0,0.0,1456.0889889715447,1921.0376512297914,0.0,0.0,0.0,0.0,1639.7423644943765,0.0,0.0,1088.3998324723964,0.0,0.0,0.0,0.0,0.0,0.0,2009.9993044094094,0.0,2710.4845427294454,0.0,2662.122679853738,0.0,1592.0257591391432,0.0,0.0,1404.1327405117672,2261.690826430428,901.2443920694728,2619.8286808218654,1312.651012366137,0.0,0.0,3
003360bff9882ca4a4f93394dd984822,0.0,0.0,5140.600264401444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1311.0944347630054,0.0,0.0,1540.941341251434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2385.8435527953825,0.0,3158.3749709145186,0.0,994.5159230610689,0.0,0.0,1148.8700373198153,908.2360490265824,0.0,1196.0560909375645,0.0,0.0,0.0,3
0037f3de3d890df1022cc760a1dfd9d6,0.0,0.0,3790.3105298268347,0.0,0.0,0.0,0.0,2269.648767404264,0.0,0.0,0.0,0.0,2202.513099658277,1351.6974944889166,0.0,0.0,2956.6536705529134,0.0,0.0,0.0,0.0,0.0,0.0,1251.9092821499069,0.0,0.0,0.0,3346.3230737074837,0.0,0.0,0.0,0.0,2217.9278934992194,2205.011712124861,0.0,0.0,1552.5560307057272,0.0,0.0,3
003fa58414cc55531fcc38423bea8f8e,0.0,0.0,3737.108442970253,0.0,0.0,0.0,0.0,0.0,2078.076144570149,0.0,0.0,0.0,5168.538017436022,1936.5652741890895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2131.048027718178,0.0,2847.5389568193145,0.0,2146.9865735053513,1517.5060882162697,1808.6150879136376,0.0,1601.0527995954174,2358.882677770444,2631.161280106786,3963.1256442100216,1591.5044044281442,1489.5721133396883,0.0,0.0,0
0046c2952fb808aa11f74abce5abe097,0.0,0.0,4064.8545951367496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2797.442685972247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1922.953841437566,0.0,0.0,0.0,3208.955064003697,0.0,1453.1415267400212,0.0,1695.5881257622257,1359.3569122915983,0.0,2145.390611399155,0.0,0.0,0.0,1812.6970602003598,0.0,0.0,3
